landscape,ignitionPoint,ignitionIndex,burnedOutCells
78,64,39105,2158
78,65,7762,1
78,66,29584,1
78,67,15777,1
78,68,18529,1
78,69,19061,11546
78,70,13446,9742
78,71,27642,12435
78,72,6427,1
78,73,33646,12
78,74,22827,114
78,75,8224,1
78,76,9887,10877
78,77,20120,1
78,78,37734,2352
78,79,22517,1
78,80,38645,52
78,81,11484,10446
78,82,14143,0
78,83,10185,1
78,84,18197,1
78,85,37848,1
78,86,25602,2
78,87,20692,19
78,88,23829,9665
78,89,29931,14
78,90,15483,10689
78,91,719,11748
78,92,8765,1
78,93,12511,4541
78,94,18976,261
78,95,9071,8187
78,96,4214,106
78,97,21620,17
78,98,1038,1
78,99,22079,393
80,0,27386,8
80,1,8347,1
80,2,22138,3
80,3,14838,8542
80,4,31953,1
80,5,33333,1
80,6,8230,45
80,7,23482,8294
80,8,13525,1
80,9,10673,9157
80,10,23042,21
80,11,9106,5
80,12,21825,4
80,13,20535,0
80,14,32790,1
80,15,16524,1
80,16,39891,1
80,17,17200,9094
80,18,22296,7852
80,19,6306,1
80,20,16433,9908
80,21,20418,122
80,22,37795,49
80,23,1731,1
80,24,24166,1
80,25,3174,1
80,26,25735,15
80,27,17340,1
80,28,3081,4
80,29,10791,1042
80,30,18618,9333
80,31,6851,9352
80,32,21822,22
80,33,24568,1
80,34,427,1
80,35,416,30
80,36,4502,5
80,37,37874,104
80,38,33975,2
80,39,26809,0
80,40,17874,3
80,41,18218,36
80,42,18101,1
80,43,35640,1
80,44,2309,1
80,45,36844,49
80,46,11564,1
80,47,20698,48
80,48,17687,1
80,49,35862,1
80,50,14052,9448
80,51,6295,1
80,52,18149,1
80,53,34386,1
80,54,25049,9234
80,55,12650,9194
80,56,24966,1
80,57,14385,652
80,58,38220,49
80,59,33724,1
80,60,32617,1
80,61,97,13
80,62,3253,9039
80,63,6385,1
80,64,26522,1
80,65,23691,9653
80,66,17363,1
80,67,14030,1
80,68,29795,1
80,69,36299,0
80,70,35363,149
80,71,5828,16
80,72,207,1
80,73,37389,14
80,74,19183,55
80,75,30686,1
80,76,6282,1
80,77,22208,3
80,78,21181,1
80,79,36100,1
80,80,20644,9362
80,81,3194,6
80,82,34536,1
80,83,11178,13
80,84,16308,1
80,85,30824,1
80,86,3661,9999
80,87,21272,8973
80,88,4377,3
80,89,3824,5
80,90,24988,1
80,91,11862,9799
80,92,13340,1
80,93,2469,1
80,94,21774,3
80,95,11251,8926
80,96,32369,52
80,97,17766,11
80,98,12021,8736
80,99,30706,1
83,0,19760,1
83,1,26059,1
83,2,8320,1
83,3,972,1
83,4,11214,1
83,5,19482,1
83,6,38287,1
83,7,30285,1
83,8,35913,1
83,9,1780,1
83,10,27551,1
83,11,3310,1
83,12,32629,1
83,13,9887,1
83,14,18323,1
83,15,24134,1
83,16,24383,1
83,17,17462,1
83,18,10941,1
83,19,25085,1
83,20,30200,1
83,21,8621,1
83,22,33009,1
83,23,4579,1
83,24,6144,1
83,25,7475,1
83,26,27588,1
83,27,18717,1
83,28,36688,1
83,29,13360,1
83,30,5158,1
83,31,29241,1
83,32,25059,1
83,33,11950,1
83,34,665,1
83,35,15971,1
83,36,39938,1
83,37,6355,1
83,38,13837,1
83,39,26609,1
83,40,25771,1
83,41,33932,1
83,42,9178,1
83,43,16985,1
83,44,32029,1
83,45,39942,1
83,46,19417,1
83,47,30146,1
83,48,15299,1
83,49,24214,1
83,50,2272,1
83,51,14839,1
83,52,32890,1
83,53,6329,1
83,54,26072,1
83,55,28920,1
83,56,28865,1
83,57,39541,1
83,58,4860,1
83,59,4587,1
83,60,37756,1
83,61,24734,1
83,62,34223,1
83,63,19312,1
83,64,35685,0
83,65,28212,1
83,66,22906,1
83,67,1234,1
83,68,10640,1
83,69,6890,1
83,70,14242,1
83,71,32537,1
83,72,12696,1
83,73,31234,1
83,74,36386,1
83,75,25532,1
83,76,5035,1
83,77,32787,1
83,78,18314,1
83,79,37875,1
83,80,34223,1
83,81,31404,1
83,82,27764,1
83,83,28139,1
83,84,19728,1
83,85,13907,1
83,86,31070,1
83,87,36819,1
83,88,32168,1
83,89,9254,1
83,90,7593,1
83,91,9363,0
83,92,34633,1
83,93,39011,1
83,94,6637,1
83,95,16797,1
83,96,37226,1
83,97,8387,1
83,98,11191,1
83,99,6427,1
81,0,35011,1
81,1,26987,7990
81,2,35957,5
81,3,32352,1
81,4,16340,1
81,5,10832,3
81,6,21821,2848
81,7,20327,2
81,8,34785,1
81,9,19566,7441
81,10,18534,7
81,11,14901,35
81,12,14669,1
81,13,27535,4575
81,14,7257,1
81,15,12562,8243
81,16,15400,2
81,17,16938,7332
81,18,33652,1
81,19,31175,1
81,20,2665,1
81,21,35862,1
81,22,2582,1040
81,23,38883,1
81,24,2187,3575
81,25,38872,1
81,26,27529,102
81,27,15963,7568
81,28,5826,1
81,29,11869,1
81,30,32077,5
81,31,24460,99
81,32,14937,2
81,33,835,1
81,34,3837,1
81,35,28509,1
81,36,9066,1
81,37,33041,1
81,38,17760,6897
81,39,27008,2780
81,40,6329,1
81,41,2504,1
81,42,23375,2
81,43,14295,7
81,44,16237,1
81,45,33745,41
81,46,3710,1
81,47,14899,36
81,48,20075,1
81,49,11157,6678
81,50,25832,1989
81,51,37751,4
81,52,3408,1
81,53,22444,106
81,54,20379,3510
81,55,27,1
81,56,24715,21
81,57,32877,1
81,58,27933,1
81,59,22861,2
81,60,23830,1684
81,61,15460,1
81,62,8634,20
81,63,33457,0
81,64,13711,74
81,65,15521,3
81,66,8171,3698
81,67,26825,3454
81,68,5303,1
81,69,25709,50
81,70,12837,1
81,71,15472,1
81,72,27718,8242
81,73,39896,1
81,74,1979,440
81,75,35841,1
81,76,11176,7938
81,77,15278,1
81,78,27696,10
81,79,30677,1
81,80,10712,2
81,81,14984,3
81,82,1309,1
81,83,34216,3
81,84,9240,293
81,85,7742,8808
81,86,16251,1
81,87,5725,1
81,88,20234,37
81,89,38394,1
81,90,2382,8326
81,91,18008,4
81,92,32046,1
81,93,9575,1
81,94,36911,1
81,95,9353,7890
81,96,23865,2
81,97,27145,649
81,98,16500,2
81,99,18633,57
82,0,12135,1
82,1,3771,1
82,2,34501,1
82,3,27106,1
82,4,30474,1
82,5,5631,1
82,6,28344,1
82,7,33440,1
82,8,14653,1
82,9,32887,1
82,10,28411,1
82,11,37515,1
82,12,3434,1
82,13,2886,1
82,14,3857,1
82,15,28096,1
82,16,8875,1
82,17,17724,1
82,18,39586,1
82,19,216,495
82,20,7615,1
82,21,36825,1
82,22,28222,1
82,23,7427,1
82,24,31770,1
82,25,8128,1
82,26,25794,1
82,27,20093,1
82,28,33942,1
82,29,12282,1
82,30,28051,1
82,31,11632,1
82,32,31944,1
82,33,39331,1
82,34,37256,1
82,35,27878,1
82,36,35374,1
82,37,11189,1
82,38,30052,1
82,39,26409,1
82,40,37316,1
82,41,9646,1
82,42,256,1
82,43,38330,1
82,44,18101,1
82,45,39393,1
82,46,23623,1
82,47,35946,1
82,48,12911,1
82,49,12567,1
82,50,34139,1
82,51,19735,1
82,52,7631,1
82,53,21919,1
82,54,30742,1
82,55,5190,1
82,56,29115,1
82,57,21049,1
82,58,11499,1
82,59,15450,3
82,60,6543,1
82,61,9371,6799
82,62,28842,5047
82,63,35887,0
82,64,4847,1
82,65,36382,1
82,66,28450,1
82,67,28438,5091
82,68,35132,1016
82,69,17480,1
82,70,36768,1
82,71,22893,1
82,72,25186,1
82,73,28726,1
82,74,13590,1
82,75,24025,5251
82,76,141,7552
82,77,39718,2
82,78,11800,1
82,79,3299,1
82,80,4155,1
82,81,19615,1
82,82,24639,1
82,83,5100,1
82,84,23149,1
82,85,637,93
82,86,18480,1
82,87,12366,1
82,88,16311,1
82,89,11037,0
82,90,30199,1
82,91,3217,1
82,92,15927,1
82,93,35553,1
82,94,31500,1
82,95,18695,1
82,96,2082,1
82,97,39008,1
82,98,6712,1
82,99,18501,1
85,0,25514,0
85,1,32491,1
85,2,7583,35
85,3,7815,1
85,4,26592,29
85,5,29885,1
85,6,21592,1
85,7,412,1
85,8,32528,1
85,9,15139,1
85,10,7797,1
85,11,1732,1
85,12,15099,1
85,13,22833,0
85,14,25123,1
85,15,25770,1
85,16,37433,1
85,17,15892,1
85,18,39073,762
85,19,7002,6
85,20,27597,1
85,21,6695,1
85,22,18080,1
85,23,31140,1
85,24,34275,1
85,25,28964,2906
85,26,27411,1
85,27,14105,1
85,28,24104,1
85,29,5239,130
85,30,9561,1
85,31,14898,1
85,32,34694,1
85,33,11310,1
85,34,10181,1
85,35,13585,214
85,36,27323,1
85,37,2765,3
85,38,25606,1
85,39,31455,1
85,40,3797,4
85,41,23295,1
85,42,15416,1
85,43,5268,2213
85,44,28300,0
85,45,21350,2
85,46,15942,480
85,47,24404,1
85,48,33276,1
85,49,21395,1
85,50,29305,1
85,51,3575,1
85,52,24445,1
85,53,7377,1
85,54,5346,1
85,55,18593,1
85,56,16416,1
85,57,19548,1
85,58,1376,1
85,59,19408,1
85,60,32329,1
85,61,36911,1
85,62,37455,21
85,63,14453,1
85,64,13412,1
85,65,30139,1
85,66,25997,1
85,67,34361,19
85,68,30981,3
85,69,19699,1
85,70,10026,1
85,71,21344,1
85,72,21408,1
85,73,17220,1
85,74,16811,1
85,75,9163,18
85,76,30753,1
85,77,23907,1
85,78,10107,1
85,79,16279,1
85,80,3690,69
85,81,18494,1
85,82,21103,1
85,83,6371,1
85,84,31911,1
85,85,28116,0
85,86,30260,1
85,87,23536,1
85,88,36366,2658
85,89,16672,1
85,90,35608,91
85,91,2593,227
85,92,26872,1
85,93,27056,1
85,94,17457,1
85,95,38113,30
85,96,791,1
85,97,24661,1
85,98,27118,1
85,99,39395,21
87,0,10263,3385
87,1,31563,49
87,2,23594,38
87,3,20083,3
87,4,21466,1
87,5,38534,2723
87,6,1707,58
87,7,10370,99
87,8,33656,1786
87,9,37353,5
87,10,13165,545
87,11,26493,1
87,12,36708,6015
87,13,5184,0
87,14,36190,1
87,15,37342,3492
87,16,6416,1
87,17,16415,1
87,18,16362,1
87,19,37264,1363
87,20,15131,6
87,21,23102,1
87,22,8507,1
87,23,36835,1
87,24,38231,45
87,25,33918,5729
87,26,27470,1
87,27,13210,11
87,28,14965,90
87,29,6730,7
87,30,18995,711
87,31,19679,1
87,32,4816,11
87,33,26073,1
87,34,7009,18
87,35,1047,1
87,36,18194,2
87,37,16079,3
87,38,21683,5
87,39,27407,83
87,40,26887,1
87,41,14723,3
87,42,1219,2
87,43,11605,1
87,44,4092,33
87,45,27548,3339
87,46,28002,20
87,47,39652,4964
87,48,24851,2
87,49,34452,2113
87,50,5745,46
87,51,20663,1
87,52,13927,48
87,53,34910,1
87,54,14687,3
87,55,11134,70
87,56,20566,1003
87,57,26212,1
87,58,14655,2
87,59,1134,14
87,60,9903,57
87,61,6185,8
87,62,23044,1
87,63,3955,4
87,64,35385,61
87,65,2830,1
87,66,37084,1924
87,67,12417,1
87,68,39966,1
87,69,880,8
87,70,11431,2907
87,71,38408,1
87,72,2739,2
87,73,8558,54
87,74,7571,30
87,75,2502,23
87,76,20965,21
87,77,1416,1
87,78,37078,4829
87,79,23478,1
87,80,27201,1
87,81,34915,2986
87,82,11206,1
87,83,294,18
87,84,2399,1
87,85,37929,5480
87,86,1432,1
87,87,14630,1
87,88,8300,3
87,89,27533,3448
87,90,819,1
87,91,30300,3
87,92,29459,2
87,93,20140,12
87,94,27184,521
87,95,1909,1
87,96,14152,526
87,97,5903,1
87,98,21809,61
87,99,27190,1395
84,0,17888,1
84,1,13851,2778
84,2,33765,1
84,3,33949,29
84,4,2205,23
84,5,12386,27
84,6,11649,3
84,7,3567,544
84,8,14916,1
84,9,6246,1
84,10,8657,4
84,11,32288,1
84,12,25904,1
84,13,12184,4003
84,14,10657,44
84,15,33380,1
84,16,21925,1
84,17,16153,3558
84,18,27718,1
84,19,22133,1
84,20,1364,1
84,21,34898,1
84,22,13293,3
84,23,33988,1
84,24,16253,3254
84,25,29617,1
84,26,25617,11
84,27,15482,16
84,28,17711,27
84,29,7808,1
84,30,36102,1
84,31,37289,1
84,32,1579,4516
84,33,38691,1
84,34,6771,2
84,35,25492,1
84,36,22759,148
84,37,11246,2
84,38,5469,1
84,39,31255,1
84,40,15342,4579
84,41,39009,1
84,42,6493,159
84,43,26612,1
84,44,14372,4418
84,45,24449,1
84,46,23796,1
84,47,30204,1
84,48,27239,1
84,49,6100,55
84,50,17525,1
84,51,12119,3
84,52,39186,1
84,53,22968,3
84,54,10016,1
84,55,34864,1
84,56,16667,238
84,57,4704,1
84,58,8015,1
84,59,30271,1
84,60,1116,1
84,61,21548,4277
84,62,32074,1
84,63,31028,1
84,64,22575,1
84,65,34660,1
84,66,31541,1
84,67,25213,1
84,68,15474,7
84,69,30290,1
84,70,32553,1
84,71,11700,1
84,72,33898,1
84,73,14713,248
84,74,34015,1
84,75,4008,3
84,76,25859,1
84,77,30837,0
84,78,3592,92
84,79,21703,1
84,80,17269,7
84,81,6704,91
84,82,17979,2197
84,83,23333,1
84,84,35331,1
84,85,14846,3535
84,86,17670,285
84,87,39083,0
84,88,24157,149
84,89,22103,1
84,90,18213,3135
84,91,36446,0
84,92,8166,1
84,93,23598,4
84,94,2321,1
84,95,11,44
84,96,9296,1
84,97,15282,2
84,98,22639,226
84,99,15117,26
88,0,8390,62
88,1,19355,28
88,2,9039,242
88,3,13060,5941
88,4,12458,17
88,5,31438,1
88,6,15069,8
88,7,23652,1
88,8,12659,324
88,9,5467,89
88,10,34271,165
88,11,19118,5287
88,12,29982,4
88,13,7482,6095
88,14,28523,1
88,15,10236,9
88,16,3958,1
88,17,18754,2
88,18,33139,1
88,19,37961,1
88,20,22647,0
88,21,9379,109
88,22,28791,8
88,23,26244,2
88,24,4692,1
88,25,19708,2
88,26,25499,5193
88,27,9975,136
88,28,35989,1
88,29,4826,168
88,30,9939,1
88,31,27727,8
88,32,17688,5689
88,33,12815,1
88,34,13114,5906
88,35,14215,49
88,36,1015,12
88,37,20970,1
88,38,13314,1
88,39,32053,1
88,40,12810,1
88,41,19800,5
88,42,38534,1
88,43,21233,30
88,44,26435,949
88,45,15702,4860
88,46,36028,1
88,47,3358,1
88,48,440,46
88,49,19986,0
88,50,20998,1
88,51,21590,1
88,52,20222,1
88,53,7902,130
88,54,34983,1
88,55,13430,1
88,56,12016,4
88,57,31375,1
88,58,21459,25
88,59,23171,94
88,60,9615,213
88,61,6648,71
88,62,20895,12
88,63,12023,2
88,64,22275,2
88,65,9278,5592
88,66,9367,7
88,67,32748,115
88,68,1152,11
88,69,24280,3
88,70,26094,80
88,71,17572,6
88,72,23940,5035
88,73,32038,1203
88,74,5200,1
88,75,20979,1
88,76,5436,1
88,77,39466,1
88,78,26004,55
88,79,7305,5492
88,80,10247,2
88,81,10215,289
88,82,37773,1
88,83,35488,15
88,84,18002,1
88,85,35220,304
88,86,28031,1947
88,87,16894,5803
88,88,290,86
88,89,381,10
88,90,11439,318
88,91,17383,10
88,92,39344,11
88,93,4727,52
88,94,22868,2
88,95,28771,1
88,96,26222,781
88,97,12798,3
88,98,33257,222
88,99,39527,22
89,0,16016,5470
89,1,37995,17
89,2,22858,4952
89,3,26926,2
89,4,33197,1
89,5,8937,14
89,6,25012,354
89,7,16849,1
89,8,33919,8
89,9,14360,5045
89,10,33411,0
89,11,24914,1
89,12,19178,2313
89,13,18130,3
89,14,2990,4039
89,15,2626,8
89,16,19466,4535
89,17,18493,8
89,18,4494,1
89,19,22830,3926
89,20,8880,3
89,21,21175,2146
89,22,33578,5
89,23,23396,2482
89,24,22714,2
89,25,15407,123
89,26,27293,1
89,27,8598,3947
89,28,2382,831
89,29,2257,19
89,30,27046,1
89,31,5336,2
89,32,14451,5014
89,33,25433,4524
89,34,16524,0
89,35,38660,17
89,36,5580,4492
89,37,16137,1
89,38,37100,1
89,39,32253,4
89,40,1265,11
89,41,4086,32
89,42,7456,2
89,43,39888,0
89,44,363,4130
89,45,12604,23
89,46,28174,3
89,47,33910,11
89,48,2828,1
89,49,31633,1
89,50,29130,29
89,51,13046,4
89,52,9129,50
89,53,35959,2
89,54,33961,110
89,55,807,6
89,56,8118,1
89,57,9867,3
89,58,11171,2548
89,59,12307,40
89,60,4476,1
89,61,22011,3
89,62,26276,130
89,63,39096,19
89,64,13113,8
89,65,1109,29
89,66,3823,1
89,67,5544,8
89,68,16660,3944
89,69,13690,15
89,70,7215,5626
89,71,30864,155
89,72,11451,405
89,73,38193,269
89,74,27996,2
89,75,22485,4877
89,76,10331,1
89,77,32535,43
89,78,28870,29
89,79,5530,119
89,80,36667,40
89,81,22004,430
89,82,4546,221
89,83,18526,4
89,84,14582,3858
89,85,12138,44
89,86,622,43
89,87,1347,3603
89,88,16147,20
89,89,34951,485
89,90,28834,8
89,91,23529,1
89,92,18050,5589
89,93,8185,13
89,94,38004,7
89,95,23225,5426
89,96,21365,2579
89,97,22177,2608
89,98,37736,11
89,99,23806,6187
86,0,2637,1
86,1,9275,1
86,2,9776,1
86,3,6217,1
86,4,37079,280
86,5,24683,1
86,6,31764,1
86,7,13525,7752
86,8,12397,1
86,9,28460,1
86,10,17674,1
86,11,20697,1
86,12,3864,1
86,13,38184,1
86,14,21723,7701
86,15,4952,1
86,16,30908,1
86,17,16677,88
86,18,5007,1
86,19,16044,7
86,20,28898,1
86,21,7658,50
86,22,3720,412
86,23,39683,26
86,24,20209,2
86,25,38219,1
86,26,25676,1
86,27,14587,7079
86,28,8572,7607
86,29,9299,3
86,30,5536,294
86,31,2070,4
86,32,11701,6894
86,33,13454,85
86,34,3599,1
86,35,12954,2
86,36,13630,2
86,37,24560,1
86,38,1546,12
86,39,27208,41
86,40,34784,813
86,41,30437,24
86,42,32297,1
86,43,32950,955
86,44,30164,183
86,45,30646,41
86,46,35856,10
86,47,5451,1
86,48,22463,6
86,49,22805,2
86,50,37612,11
86,51,29207,6
86,52,28668,1
86,53,6853,1
86,54,15709,1
86,55,23757,1
86,56,20817,4
86,57,11368,7151
86,58,21294,7242
86,59,11997,6791
86,60,15042,2
86,61,30823,115
86,62,17663,4
86,63,16882,1
86,64,4548,2
86,65,7352,6856
86,66,2628,1
86,67,39621,0
86,68,20810,4
86,69,15119,7140
86,70,33958,115
86,71,28764,72
86,72,15228,2
86,73,6051,5
86,74,24775,1
86,75,37347,2
86,76,16070,1
86,77,8347,1
86,78,34211,138
86,79,28901,0
86,80,781,1
86,81,23125,6916
86,82,4434,6
86,83,17255,72
86,84,5819,38
86,85,21011,1
86,86,28841,3
86,87,30177,4
86,88,36091,2
86,89,32963,1
86,90,23425,1
86,91,24154,92
86,92,10753,4
86,93,13034,184
86,94,12047,5
86,95,7455,1
86,96,19008,1
86,97,36524,58
86,98,17330,2
86,99,2911,2
90,0,33139,669
90,1,14779,16
90,2,21402,31
90,3,25329,2
90,4,7331,1
90,5,3736,12
90,6,35183,2
90,7,33609,109
90,8,13788,1
90,9,27680,10
90,10,3288,15
90,11,7527,1
90,12,7943,90
90,13,29833,6
90,14,39590,58
90,15,21808,3
90,16,12941,14
90,17,19278,2301
90,18,10428,9
90,19,31871,14
90,20,13830,1
90,21,22139,3102
90,22,22866,1
90,23,28292,3952
90,24,8649,141
90,25,24663,1
90,26,25558,11
90,27,12728,1
90,28,26850,1
90,29,6317,9
90,30,23021,1
90,31,32508,48
90,32,27809,1
90,33,27577,146
90,34,9942,5
90,35,1677,1
90,36,31887,125
90,37,37932,1
90,38,9392,1
90,39,31654,7
90,40,32252,42
90,41,11228,53
90,42,24338,29
90,43,23923,2749
90,44,2228,1
90,45,18252,46
90,46,8088,43
90,47,14957,2
90,48,35664,1
90,49,33043,1
90,50,37438,286
90,51,35030,261
90,52,9704,47
90,53,35435,4
90,54,4324,92
90,55,5971,4
90,56,12518,9
90,57,38040,589
90,58,34737,30
90,59,8545,40
90,60,27190,18
90,61,12274,3403
90,62,6484,30
90,63,1525,1
90,64,4249,6
90,65,21969,240
90,66,20454,1
90,67,7156,71
90,68,6489,4
90,69,9109,19
90,70,31147,302
90,71,34636,1
90,72,8919,1
90,73,23375,31
90,74,39608,71
90,75,14317,17
90,76,35648,49
90,77,16976,76
90,78,12974,5
90,79,14504,3909
90,80,33758,3
90,81,30284,6
90,82,27876,46
90,83,29410,52
90,84,28490,132
90,85,5033,16
90,86,2851,17
90,87,7988,15
90,88,12224,27
90,89,11242,3
90,90,13002,20
90,91,8739,7
90,92,5579,74
90,93,34163,24
90,94,32594,15
90,95,32567,1
90,96,35935,1
90,97,34040,22
90,98,27948,141
90,99,27322,28
91,0,765,29
91,1,37067,1938
91,2,35221,10
91,3,39195,2919
91,4,28071,1
91,5,17587,2
91,6,5126,1
91,7,30455,3242
91,8,35048,2596
91,9,36574,2294
91,10,38780,68
91,11,13323,1
91,12,37139,10
91,13,482,1
91,14,14057,29
91,15,14198,1
91,16,28450,89
91,17,19016,1
91,18,21783,1
91,19,13092,1
91,20,63,1
91,21,33935,2939
91,22,24005,312
91,23,29092,59
91,24,26671,194
91,25,20362,15
91,26,27352,2009
91,27,11352,1
91,28,33243,2550
91,29,3748,18
91,30,36480,2733
91,31,10117,3
91,32,24572,1
91,33,196,4
91,34,13352,1
91,35,26122,8
91,36,36451,3254
91,37,29451,2608
91,38,33177,2
91,39,31854,3627
91,40,24355,50
91,41,35514,4
91,42,33260,1967
91,43,2578,96
91,44,16156,1
91,45,18801,54
91,46,234,29
91,47,9157,1
91,48,38052,267
91,49,4690,1
91,50,9218,13
91,51,30134,2505
91,52,34963,3753
91,53,23492,1
91,54,39653,1
91,55,29700,9
91,56,12267,1
91,57,12884,1
91,58,28098,1
91,59,34034,4
91,60,18402,897
91,61,31285,2
91,62,11865,1
91,63,28598,44
91,64,35086,1971
91,65,13800,2
91,66,14910,23
91,67,19952,1
91,68,25644,4
91,69,34871,1
91,70,8621,1047
91,71,7928,17
91,72,36429,162
91,73,29531,67
91,74,22404,371
91,75,15824,1
91,76,542,2
91,77,10045,1
91,78,19489,36
91,79,9081,1
91,80,20178,65
91,81,38425,1
91,82,31000,19
91,83,12449,1
91,84,25070,2
91,85,21951,1
91,86,15441,7
91,87,32441,82
91,88,28081,196
91,89,5811,2456
91,90,34045,2023
91,91,11237,2346
91,92,20637,101
91,93,37621,312
91,94,7731,1
91,95,30669,2262
91,96,31078,2291
91,97,3419,1915
91,98,32427,6
91,99,11601,1
94,0,23641,3
94,1,20283,3
94,2,33029,8
94,3,792,1294
94,4,17584,14
94,5,22789,1
94,6,38603,56
94,7,13694,1
94,8,11531,0
94,9,23253,223
94,10,28903,1
94,11,30710,2
94,12,12022,1
94,13,25131,1
94,14,17457,1
94,15,35016,1
94,16,34975,1
94,17,18231,1
94,18,15849,1
94,19,4050,1
94,20,35113,100
94,21,32972,33
94,22,38364,8
94,23,20549,1
94,24,736,23
94,25,11106,0
94,26,25440,87
94,27,7222,3
94,28,5127,1
94,29,3335,24
94,30,505,1
94,31,22946,19
94,32,7566,3
94,33,38052,64
94,34,16286,1
94,35,26753,4
94,36,10144,1
94,37,7656,1
94,38,20885,16
94,39,32453,1
94,40,33368,29
94,41,32019,20
94,42,16379,3
94,43,18543,1
94,44,14291,0
94,45,9505,0
94,46,20320,2
94,47,28110,3
94,48,5216,630
94,49,3281,1
94,50,911,2
94,51,4502,1
94,52,34388,1
94,53,20368,1
94,54,29291,2
94,55,24537,1
94,56,7867,4
94,57,24711,1
94,58,4532,1
94,59,1444,1
94,60,35689,1005
94,61,37374,24
94,62,35305,203
94,63,26169,18
94,64,3950,5
94,65,36587,4
94,66,38280,1
94,67,18340,9
94,68,35815,1
94,69,3099,32
94,70,24689,135
94,71,508,1
94,72,38961,2
94,73,700,69
94,74,10792,1
94,75,27640,223
94,76,15225,6
94,77,25605,1
94,78,35385,3
94,79,107,1
94,80,26735,1
94,81,33794,2
94,82,7670,1
94,83,1565,20
94,84,11161,2
94,85,29055,2
94,86,13212,315
94,87,29448,2
94,88,32004,1
94,89,33168,4
94,90,6228,65
94,91,29676,22
94,92,36757,2
94,93,15292,1
94,94,13141,1
94,95,21327,16
94,96,12861,8
94,97,31556,134
94,98,38566,1
94,99,8085,1
93,0,6518,29
93,1,3499,2
93,2,34484,5320
93,3,6037,30
93,4,3449,1
93,5,27990,1
93,6,28431,4368
93,7,36934,14
93,8,31662,4279
93,9,9933,2
93,10,19025,1
93,11,8096,9
93,12,23257,8
93,13,13428,7
93,14,20856,1
93,15,19482,2
93,16,37852,5
93,17,17446,3
93,18,9915,1
93,19,35009,1
93,20,33812,6
93,21,35656,4551
93,22,9076,1
93,23,15653,3
93,24,11154,90
93,25,1851,1
93,26,27175,28
93,27,6740,15
93,28,17012,614
93,29,39275,5
93,30,883,1
93,31,35774,150
93,32,34208,6223
93,33,39556,295
93,34,19220,26
93,35,23736,1
93,36,23836,21
93,37,25861,5173
93,38,8594,89
93,39,33052,1
93,40,2381,113
93,41,24876,5296
93,42,39497,11
93,43,30861,1
93,44,12426,4
93,45,209,2
93,46,406,272
93,47,3416,47
93,48,12381,4
93,49,1871,18
93,50,32603,41
93,51,18869,18
93,52,30166,1
93,53,20893,98
93,54,18928,2
93,55,19374,1433
93,56,39819,1
93,57,36538,201
93,58,24614,2
93,59,8855,13
93,60,12975,1791
93,61,3463,2
93,62,18745,1
93,63,23739,5
93,64,12813,7
93,65,15726,3
93,66,21649,28
93,67,13079,0
93,68,2338,182
93,69,7680,1
93,70,4405,42
93,71,36735,3
93,72,1493,4
93,73,15517,41
93,74,39181,2
93,75,39455,2
93,76,29908,2
93,77,1164,8
93,78,11282,16
93,79,31133,17
93,80,29644,4627
93,81,25515,1
93,82,24340,2
93,83,30681,5128
93,84,37252,5463
93,85,36160,117
93,86,14631,11
93,87,22806,228
93,88,32279,4768
93,89,16877,38
93,90,22059,2
93,91,8114,39
93,92,12876,1
93,93,29314,20
93,94,18551,9
93,95,11985,1
93,96,38292,46
93,97,19693,9
93,98,8354,194
93,99,8216,30
92,0,38893,1
92,1,24859,1
92,2,20666,1
92,3,32172,1
92,4,22710,1
92,5,14139,26
92,6,18489,1
92,7,3737,22
92,8,14051,1
92,9,1040,3
92,10,23534,1
92,11,2301,4
92,12,30413,1
92,13,2779,598
92,14,6390,423
92,15,23444,1
92,16,25991,37
92,17,17707,1
92,18,38560,26
92,19,13788,1
92,20,7579,4
92,21,20212,1
92,22,4289,1
92,23,18501,1
92,24,36780,1
92,25,6152,1
92,26,25381,1
92,27,8117,2144
92,28,14266,1
92,29,1844,1622
92,30,27424,18
92,31,18164,1
92,32,37444,1
92,33,26938,1
92,34,19458,1
92,35,39291,1
92,36,19272,15
92,37,34342,26
92,38,24808,2
92,39,32852,1
92,40,10278,1
92,41,591,27
92,42,30575,2083
92,43,12205,1
92,44,38499,1
92,45,3308,502
92,46,4612,2
92,47,12863,38
92,48,9993,1
92,49,30224,22
92,50,20823,42
92,51,27414,511
92,52,4907,116
92,53,36483,1
92,54,23598,3009
92,55,35644,1
92,56,3717,175
92,57,18047,1
92,58,31254,1
92,59,19718,1
92,60,21762,3033
92,61,28100,1
92,62,9716,2108
92,63,36666,1
92,64,21976,3
92,65,20248,1
92,66,27193,1775
92,67,3931,341
92,68,26831,1
92,69,18271,1
92,70,23283,1
92,71,23444,1
92,72,13983,1
92,73,9362,6
92,74,16385,1
92,75,34301,1
92,76,25014,2
92,77,11743,80
92,78,4767,457
92,79,32908,1
92,80,3224,1720
92,81,13725,189
92,82,21215,1
92,83,7643,1
92,84,673,1
92,85,19242,7
92,86,2041,1
92,87,38353,161
92,88,20070,17
92,89,22308,1
92,90,4665,1
92,91,1968,825
92,92,34170,15
92,93,22208,562
92,94,3414,1468
92,95,13883,2
92,96,3148,46
92,97,10314,1
92,98,3875,1
